d1 d2 d3 d4 d5 d6 d7 d8 d9 d10 d11 a1 a2 a3 a4 a5 a6 a7 target
0.7920443459687925 0.822011049496977 0.9353646633368582 1.0 0.415578170227791 0.4796894683919444 0.6236792663928297 0.37905525786554795 1.0 0.7980230543370621 0.889463961818759 0.2268460700763124 0.3842748281114392 0.4623336290727733 0.5899498430562753 0.6050807038649797 0.6992299169448364 0.6537038447020915 0
0.983165784787873 1.0 0.892574767023937 0.9479458683701272 0.45170374942588243 0.5199462890878355 0.6335651494352676 0.37290780671136825 0.895742152256557 0.7520314098234606 0.83951525782755 0.2866175128587498 0.37349013534133135 0.43343289775067917 0.5710582990196196 0.5685671783137494 0.8626663291758181 0.8390300800333579 0
0.7790892595797119 0.8101492772873993 0.8541649520930128 0.8962120069141597 0.4421463042352558 0.48811629175415305 0.6126810756832048 0.4267830072045091 0.8973129617679048 0.7583448071858867 0.8158905210092664 0.29941588858089263 0.416571277673524 0.4900096192010217 0.5783776526358801 0.6120168153295302 0.71421868140665 0.6659108927764246 0
0.7820428656653751 0.8219023938097063 0.7452364078735028 0.8367310282798881 0.36954787245088605 0.38660106494287216 0.5310229333882397 0.4120401470815944 0.7834896960609088 0.6688289696117047 0.7275573329534613 0.2531683883763858 0.42079705638443143 0.5175337105937887 0.5443162428264796 0.5889135906322722 0.8230673636836086 0.7580906805290724 0
0.8779219298770164 0.9263197425155907 0.720808211881911 0.7877011587613976 0.38938157142526686 0.4238467372896695 0.5661052642506448 0.43581657666156093 0.7385712660230963 0.6540279954125503 0.6806779032162718 0.2944307804533377 0.42818301356415867 0.5322909581788071 0.5200688103341102 0.5926321795008818 0.9010767620759532 0.820473819184536 0
0.9154122849613571 0.9454161822144398 0.6526970753761776 0.7150391808682119 0.4042495880849386 0.4629867705236954 0.5741177659253065 0.4580336773455256 0.733187117141946 0.5936020896021641 0.6285302732495222 0.3039789754229276 0.4453418739311197 0.5109287949173629 0.4828036471081214 0.5077105156470187 0.9175054227683344 0.8791750308840935 0
0.9369555317473419 0.9710784730707482 0.6333149215120937 0.6666692422918716 0.34942605514199876 0.41731390199392315 0.513137256880416 0.41926700705904074 0.7112418938729945 0.545148338079374 0.5520204695046944 0.2565536327401472 0.43288578167563596 0.4913392801600365 0.4443251266603814 0.47113741665762987 0.9872319920611243 0.9464346926676388 0
0.8758775210295178 0.9077316039706353 0.6609194508130449 0.6834247705044998 0.4600305496330175 0.4922446143172081 0.5848175818070596 0.41377958287455274 0.6995305703621231 0.5803366628283242 0.583981038465093 0.3495963351698288 0.38721457093241085 0.4436953137514379 0.4263367559241793 0.45853400367027497 0.9194610645859855 0.8811835538788761 0
0.717064476179115 0.7272449848854423 0.6316740649105785 0.7169581278584043 0.4776183014829094 0.4833109472004642 0.5797199727873856 0.40982175167879453 0.7164772229777174 0.5690396884617175 0.6385314665275557 0.3124096274674302 0.37374848400866334 0.40850284853983565 0.41999600605093335 0.3910714342065673 0.7977656766505827 0.8020880878573289 0
0.5874267434608362 0.5978202471137104 0.6324176705699789 0.6947333649060967 0.44389547942256735 0.42999522195260464 0.5104320304737744 0.40417354046221887 0.6969498415167168 0.574591924487827 0.630482330397018 0.2758893251016312 0.38662652536577014 0.41050409057418347 0.42846587801709646 0.39630557305151326 0.7414523687450814 0.7478304017057882 0
0.5673117326670645 0.5931296664211008 0.6460181713609701 0.7023787211523733 0.5090924418289662 0.48966236439926014 0.5931539396238623 0.552264786521649 0.711585773592712 0.6929363730655216 0.7354645584951749 0.33856231367383227 0.47578417562716036 0.5221167745411637 0.49699321952069564 0.5109615735735225 0.6918046989785855 0.668625712120611 0
0.5874194622065825 0.6053563312849084 0.6513692527149897 0.7069204564497737 0.49390920326067 0.5048358285727126 0.601912092785537 0.5405383368365728 0.752685611220909 0.6685324367970398 0.7193453044508891 0.34488320488579394 0.4805400630515362 0.5191155581453786 0.5069606773534998 0.5077812006038656 0.6450926501793823 0.6330718644569462 0
0.5869462092151543 0.5937911719965507 0.659206396223043 0.7087624512958621 0.5319016611974785 0.5518046499515004 0.6348647882899066 0.5888915157600667 0.762213826719762 0.70494273626761 0.769177138810492 0.3670300742514807 0.5102631115838585 0.5302957565102748 0.531469746748058 0.5119849065490776 0.6124424889069964 0.6211426628833454 0
0.6637147849422074 0.6790097759616289 0.6879521993668174 0.6843513446894702 0.4555230756941815 0.4929471185091838 0.5555536547196578 0.4679305590982137 0.7642319482167856 0.6369718901738906 0.6563652408701763 0.3101238288451009 0.4479741765983385 0.46431910523637976 0.4775504465417346 0.4683361348163255 0.7205196908046219 0.718535909297243 0
0.743245452190672 0.7614319097882847 0.6806670659193923 0.6894221422887696 0.4624582411068028 0.4872296033165453 0.5576038531555367 0.41183156880579186 0.7154123851378245 0.5990758095070166 0.6161809453384732 0.3283687495577108 0.39510329394964483 0.42496738800671197 0.4434199640161278 0.4433425802734834 0.8085699757727971 0.7981258348779114 0
0.865032593253829 0.8813351282958406 0.6925760202246956 0.700175132035187 0.39668754968014674 0.5171748326425067 0.5910222999428489 0.4821337484157413 0.7316449361023656 0.6083859553639299 0.6327060185866475 0.33117695336257214 0.492483570609926 0.5308081718767372 0.5338877040460117 0.5445984880175074 0.7710704523558993 0.7555804079179076 0
0.6330663286676343 0.6621208178523599 0.6604095915156116 0.7816745549278963 0.35240607821514125 0.3764356710809409 0.5209349735820226 0.3114189042020328 0.820535707485651 0.5043392368382889 0.5742866424551973 0.2659023194830481 0.34048606370708656 0.42461939693425843 0.44298914918517607 0.4526946550432167 0.656225269112924 0.6132364418407175 0
0.6390292887510429 0.6647005018668013 0.6706828186643454 0.7837794263060847 0.3427564125648854 0.3865028027148396 0.5256389085973989 0.28996350978643215 0.8619403635364691 0.48716401909056817 0.5573921491964411 0.25496922134440103 0.32788657211168015 0.4037364280735647 0.4295632692221676 0.4284956811944123 0.6338055483075804 0.5982825666991216 0
0.6157937414467116 0.634100428573773 0.7162035921295344 0.7819437006479366 0.43948035833228927 0.4722720239273084 0.5841161929364205 0.2841439691302956 0.8673919962179957 0.5255665099543037 0.5800197029965286 0.32891303091117896 0.2954193287483602 0.35035476116464004 0.4121085522617114 0.4062965180488134 0.5899840249112946 0.5705896832030826 0
0.596520314084708 0.6251532620977676 0.7232329058841969 0.7626745344049297 0.4766397612122888 0.4962530143144228 0.6058548900113268 0.4607658532900898 0.8025225006144012 0.6722291407352707 0.7093441326921441 0.3364374739533287 0.42301610015317714 0.47997327793872624 0.49839862173524274 0.522565200693307 0.6242399053725745 0.5903839750701856 0
0.5959645059792815 0.6270884473943683 0.7296154981773091 0.7602860057373757 0.47498594423699014 0.4960098746258339 0.6042907146877416 0.42079763847495655 0.7687852963745527 0.6498098631506566 0.6771228998184933 0.34275416639503087 0.3906691156911919 0.45197846763915606 0.47619162490990163 0.5077375884458109 0.6295679200967719 0.5907901355859062 0
0.5901718964162881 0.6263660564903608 0.7110184526294483 0.7645511441948147 0.48305558017959127 0.47553125722714285 0.5997645203816191 0.4203140905900813 0.7898976113417957 0.6432047062129098 0.6732583874510256 0.35740743826540067 0.38186766566832153 0.4561346388073435 0.47079285749165756 0.5131988561876546 0.6401168894663707 0.5895810301033242 0
0.6961255759160463 0.721465558929224 0.7177298352998167 0.7552112415701582 0.5669310418823179 0.5976109858251153 0.710226069406267 0.42485458457867087 0.8451206746167026 0.6294455163177486 0.6620557343823172 0.42962850956872733 0.3548609541097443 0.4102323411359128 0.42823244074336 0.4510792455720112 0.6364667401960089 0.6096257803215686 0
0.696831768645215 0.7280983608016065 0.70362705149565 0.7409631525371458 0.6018715224949842 0.6227580990705208 0.741910796614385 0.5189525078138402 0.8143897391776562 0.689531404374025 0.7161200034697996 0.45987064831406776 0.41114044132262606 0.47274463287747914 0.4603441307301317 0.5014944195040019 0.6468666620888239 0.610103646858267 0
0.696416973145626 0.7159379203171845 0.7041896593041406 0.7278342177809054 0.5169382444899826 0.5788269437012756 0.672444647155026 0.4932788318949346 0.8127803682972008 0.6506251796008296 0.6841966019439001 0.3985908033821586 0.439248642956394 0.48110741729686146 0.48916971179776825 0.5020808482337737 0.6270665378575719 0.6104566347597453 0
0.6433408307764226 0.6658581978843614 0.6926232699543569 0.7457743227527476 0.4572289595227499 0.512595892904204 0.6225462869798788 0.48076048851844067 0.8490461029530376 0.6317721745875313 0.6786809636453954 0.35701040444771204 0.45265080159333304 0.5069473155211017 0.5126612676522071 0.5277596943103591 0.5858415967262873 0.5607484833841268 0
0.6339157339085948 0.660783106476325 0.6899923215133508 0.7383604815760996 0.48623933173074185 0.5196538298803173 0.6324437952043205 0.4101349718734759 0.7953588067994559 0.592444341104089 0.6254699173460487 0.380448502170033 0.3768891111008892 0.43887912002958407 0.4489731740803635 0.47425258897270695 0.6143703510974996 0.5815791542502069 0
0.5965857280387588 0.6208805209209309 0.7024920166486965 0.7394113950514756 0.4537322608741796 0.4858658391236155 0.587383247252685 0.3491618191233339 0.7872175175774352 0.5587985060428706 0.5867045601742271 0.36302466491881 0.34628343229014225 0.4040183652127358 0.43999069034474747 0.45915472536674784 0.589392172283584 0.5592990678634031 0
