d1 d2 d3 d4 d5 d6 d7 d8 d9 d10 d11 a1 a2 a3 a4 a5 a6 a7 target
0.1376334833272036 0.1021000563006147 0.22821798419861716 0.06580430094870593 0.26169527791072444 0.2452991974395169 0.04066200361536243 0.0 0.2499127068668352 0.0 0.0 0.6204846352695335 0.15693017279589422 0.06722298560710471 0.24210074432509932 0.14123020995211866 0.09351815736216285 0.1395487043881174 0
0.17430932330189142 0.12813974615502 0.5847015840026577 0.2771193100645746 0.09938711128010103 0.3479415437638007 0.1114714270622188 0.3946646695988071 0.7894786586892653 0.4121534675058873 0.3272551338326677 0.199947391455372 0.6646379388419774 0.5930404777019749 0.6315996017657588 0.620629279369182 0.0 0.02858125410214485 0
0.29711499683072085 0.24853850835083713 0.46044022705209753 0.2637515164771098 0.2040649913199417 0.330205871485016 0.1294409598217201 0.27124971066462134 0.5481942625332308 0.3297204166525567 0.32664899388308366 0.11170876358117288 0.4741727197990318 0.29819061455897233 0.4035341487053197 0.25539477212147055 0.2611438841983629 0.36025051807973085 0
0.32043327677899025 0.2701401585302663 0.46318036397136897 0.2619393975163695 0.20637625170236618 0.3594223348180341 0.15778427498459724 0.2724136569466269 0.5511934310847151 0.33251314352556727 0.3288730834337612 0.11407463876560686 0.4741348928474794 0.29809961323753287 0.4028757986891862 0.25404231170739033 0.2743998735998514 0.3755962513014566 0
0.32022146228031867 0.26985519856828755 0.4627925950865084 0.26162390895765686 0.22839462934589894 0.3590431318437126 0.15719504315016986 0.2886082464591798 0.5508742446705504 0.34200011073010517 0.3360800593140396 0.13721290013611465 0.4862308991086563 0.30790989508304056 0.4155828229306069 0.2670698837468125 0.27427841039597944 0.37553648391453964 0
0.31944518967664626 0.26924899689587356 0.461614389642953 0.26036088586981165 0.22742677917338328 0.3570671478148286 0.15507585230831245 0.2881265149829054 0.5495063514638083 0.34102923043379074 0.33513212441680884 0.13720144341139373 0.4863251220227975 0.3079259951858504 0.4156557274931685 0.2670955228597588 0.2743401668197276 0.3755368807013437 0
0.31962971037475485 0.269363107536688 0.4617918080002348 0.260615518006049 0.22760568549652382 0.3570035259121407 0.1560382302855854 0.2882209014027455 0.5497222879340424 0.34118588196721156 0.3353697750082847 0.13715942373384205 0.4863086089456971 0.3079286619815349 0.41557755109016137 0.26717454901766036 0.2743541646266898 0.37568260129909903 0
0.3195194814685066 0.26934598496246864 0.4617393744375058 0.2605570558235686 0.22755468236840493 0.356992524865158 0.15556228246227466 0.28821839869784016 0.5495213143073343 0.34116012994508904 0.33519813016800426 0.1372612170275438 0.4863596042962473 0.30793712104502324 0.4156031490322012 0.2671118184266209 0.2743880863565904 0.37568573106955183 0
0.3195907426832064 0.26937779218014724 0.46193390529250467 0.2607703074925962 0.22772251127228094 0.35751468221981675 0.1558409029275043 0.28831373849696884 0.5498100036565701 0.3413505343239456 0.3353983786444863 0.137212785434228 0.48628007566962733 0.3080014404960856 0.4155883909514273 0.2671588865633435 0.2743540616734319 0.37567367762489856 0
0.31924954350236223 0.26906083393178903 0.4613288318908253 0.26011826497366 0.22729515443667503 0.3565129201102635 0.15500306493927196 0.2880256785934675 0.5491894171126184 0.3408455292947483 0.3349092242639611 0.13721690337040537 0.48628139122877484 0.3079016872104967 0.4155757733252152 0.2671083442080503 0.2743677759524188 0.37571022438858126 0
0.31924954350236223 0.26906083393178903 0.4613288318908253 0.26011826497366 0.22729515443667503 0.3565129201102635 0.15500306493927196 0.2880256785934675 0.5491894171126184 0.3408455292947483 0.3349092242639611 0.13721690337040537 0.48628139122877484 0.3079016872104967 0.4155757733252152 0.2671083442080503 0.2743677759524188 0.37571022438858126 0
0.3200793500927529 0.2696955169470112 0.46247108433623385 0.261209301703071 0.22807038494066623 0.35840241695473063 0.15665790964373727 0.28841262186418937 0.5504183745416356 0.3416905265585626 0.33581282479251473 0.13720278295386912 0.4862031674970902 0.3078991705832893 0.4155679272492001 0.26708008468951705 0.2742916298753142 0.37571236591405266 0
0.3200793500927529 0.2696955169470112 0.46247108433623385 0.261209301703071 0.22807038494066623 0.35840241695473063 0.15665790964373727 0.28841262186418937 0.5504183745416356 0.3416905265585626 0.33581282479251473 0.13720278295386912 0.4862031674970902 0.3078991705832893 0.4155679272492001 0.26708008468951705 0.2742916298753142 0.37571236591405266 0
0.3198734051792663 0.26943078561631806 0.46195932638135884 0.26087616795980306 0.227780923351667 0.35733249903830133 0.15625177138390667 0.2883156256540669 0.549931398162768 0.3413708834822853 0.33548152686653165 0.13717674711709105 0.4862711158393616 0.30795188651970595 0.4155616467644725 0.26716222301661585 0.27434690019633257 0.37572925213972486 0
0.3204593155378811 0.27012999687041406 0.46318952378498457 0.2619753878512574 0.2285953910730465 0.3592826738682846 0.15806786726276867 0.2888013693839935 0.5512346836939548 0.34228387696799745 0.33640924464135424 0.1372103286302222 0.4863096240284764 0.30799227452355615 0.4155999533435537 0.2671219727431048 0.2742624967519085 0.3756495688886814 0
0.32123759998624635 0.27078558752709614 0.46416165704237944 0.26304507380789777 0.22941585413556131 0.36087289657697585 0.15947096059928345 0.2891875574093107 0.5523051712951492 0.34305810014943905 0.3372028903398703 0.1372373508264273 0.4863090380944591 0.3078958227225771 0.4155744540953892 0.2670795801504765 0.27438201619989133 0.3756962559133483 0
0.32123759998624635 0.27078558752709614 0.46416165704237944 0.26304507380789777 0.22941585413556131 0.36087289657697585 0.15947096059928345 0.2891875574093107 0.5523051712951492 0.34305810014943905 0.3372028903398703 0.1372373508264273 0.4863090380944591 0.3078958227225771 0.4155744540953892 0.2670795801504765 0.27438201619989133 0.3756962559133483 0
0.32067782109338283 0.2703409544189097 0.4635691915388074 0.26232447472595277 0.22890480318688522 0.35980311643241114 0.15837563394797538 0.288896396964997 0.5516153065619362 0.3425005805460277 0.3366471761629335 0.13723579765698024 0.48629276139751204 0.3078601538155491 0.4155322665438148 0.2670282078356384 0.27431532787408464 0.3756628445379595 0
0.32065240104724413 0.2700393306522433 0.4631771368089226 0.2620200553078045 0.22867212287504057 0.35931404269811695 0.15768687516308288 0.28879883303139864 0.5512909655528189 0.3423328929872489 0.33638278224283913 0.13722473435781435 0.4862765122771942 0.3079565218926755 0.41560463767764677 0.26712850300001734 0.27427410406905306 0.3757221839814213 0
0.3198290942799987 0.2696055519894489 0.46215665863515865 0.2609808931148341 0.22793084502480165 0.3578051657503343 0.15627871758780332 0.288410634379905 0.5500863119583657 0.3415260335860544 0.3356122550227758 0.13724386282749568 0.4863113477656224 0.30794435305843637 0.41560431031965583 0.2670855543815479 0.27435220987693665 0.37556117451936877 0
0.3198290942799987 0.2696055519894489 0.46215665863515865 0.2609808931148341 0.22793084502480165 0.3578051657503343 0.15627871758780332 0.288410634379905 0.5500863119583657 0.3415260335860544 0.3356122550227758 0.13724386282749568 0.4863113477656224 0.30794435305843637 0.41560431031965583 0.2670855543815479 0.27435220987693665 0.37556117451936877 0
0.4157890943132213 0.3577783663630283 0.497036501543235 0.29381015419972667 0.25169298130364326 0.3902600076701397 0.19041293331417286 0.2687735578286792 0.5565775694193307 0.3464666370143987 0.3353910635057993 0.17195929659398757 0.45879569318675867 0.291117578976391 0.4159219672251664 0.27598058130053016 0.3416350688384322 0.45106749589704487 0
0.5576242042399632 0.4831397815698246 0.543235798560119 0.35173990798865806 0.2539883154014666 0.43361155136811913 0.23638618217573404 0.28198685231149745 0.5514575114958649 0.37459301881022 0.36668755044330537 0.17559766443995484 0.4794302282046467 0.3113754432545448 0.45864098881197357 0.3110271261025038 0.42991170574343807 0.5547540328363283 0
0.5590731087065776 0.4843873856263854 0.5450778571420147 0.3535757008048075 0.2552964245637468 0.43642834159868826 0.2393835685493646 0.2826636597531186 0.553318741776244 0.3759848922114395 0.3681649866171208 0.17559506430823224 0.4794243376651906 0.3113601568662864 0.45866297332761863 0.3110262312849793 0.42997521141861283 0.554776176906576 0
0.5593185473200358 0.48474555310071743 0.5456428009871499 0.35413027547723197 0.25573719009362184 0.4369086367713564 0.24005486138044185 0.2828536080095937 0.5540130418329778 0.3764253983245267 0.36854081709453146 0.17562995231110845 0.4793424160757816 0.3113518402720582 0.45856179199027447 0.31104963214986203 0.42994197082558494 0.5546248648075423 0
0.5617140708183342 0.4868241406729157 0.5488456307364338 0.3573666250247245 0.2580285492475951 0.4416902330651409 0.24531723899090885 0.2840356827294953 0.5573713245087903 0.37887061023713486 0.3710168540217118 0.17563019043096073 0.4793252617001941 0.3113098847144542 0.4585647519047127 0.3110093266418671 0.4299564326048204 0.5546671274721937 0
0.5603242027426408 0.4843445655658336 0.591262300482585 0.4161093468597936 0.2896504414542116 0.45908550426258765 0.26810888483724105 0.2806251603875173 0.5764847231770651 0.39408336108182884 0.39246030180756275 0.20800308744312734 0.46471143174224244 0.30298307968873084 0.4765381674732525 0.32504441742633017 0.4090305327162751 0.5285954366637655 0
0.5044551346193432 0.4147694898067493 0.6628959386524436 0.507501721588526 0.2261250948663016 0.44036416508911813 0.2117426845126147 0.35829375780395667 0.49619599413840554 0.48937083434053963 0.5126968841943043 0.13022623992645577 0.622926451583173 0.39635150254855156 0.6769684512557257 0.43681309395309265 0.3436845387123426 0.473897562019707 0
0.5968181471381001 0.4869923384820616 0.6269666210675258 0.49808725299764967 0.22746664082559787 0.4849467328371073 0.24947046595518696 0.4404185133608223 0.458994212733574 0.5167931022026424 0.5569143736137139 0.13171084886224182 0.7192577768901769 0.4657349362624411 0.7485966655114662 0.47080143607109914 0.3952544240191418 0.5512565718535145 0
0.5670523205729535 0.46765223912605336 0.6778319607686445 0.6055324496348173 0.2407990422021753 0.45160798815117653 0.25603285630016703 0.5054904784983935 0.45411057961828805 0.6028238053106962 0.6557570074514372 0.1258037570329591 0.7621635221977006 0.5339251054583933 0.8348910046871607 0.5581742070923249 0.38997661542267226 0.5262624990809877 0
0.4869076723680633 0.4066920914987757 0.740087716303989 0.6812339665854921 0.20398045136450293 0.41522870905260234 0.2489607426557603 0.6641219865976354 0.4717814619581282 0.7473711280343398 0.7982700730150973 0.07507832411034587 0.929793200926555 0.6981257196892914 1.0 0.7226423548791153 0.32322905740595087 0.4209808679513567 0
0.34333161480177654 0.2937437680836972 0.8655656406271204 0.8090249080878797 0.20720670430044663 0.30189020702709923 0.16028613894015686 0.4111366589448012 0.41407278554381044 0.6639632291105642 0.7020553873581694 0.10115715190156171 0.6405358203846319 0.49222121789122986 0.8738215503911735 0.6646116131685326 0.25753088435820604 0.3098632623677966 0
0.40087030149625347 0.3522282408198223 0.885880745505736 0.8296552436426528 0.193028481475505 0.2995931533210552 0.17428691363854387 0.39193918965874863 0.45068629030728724 0.6504217528239553 0.6836595585489607 0.10957899288657669 0.6179900010198538 0.48675668641186254 0.8730357061642338 0.6790488080310467 0.2897477466012759 0.3362423737464444 0
