d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,a1,a2,a3,a4,a5,a6,a7
0.21655679510752224,0.22014451269808388,0.4725983620085077,0.4328861772563726,0.8803405289082624,0.6743694895231753,0.6472686466446822,0.19359172536772185,0.2851849079453026,0.297642421611757,0.19923139890982955,0.836261959816611,0.17987633151121718,0.10040114822562196,0.24770832082078043,0.25997274860241304,0.17011710730430485,0.15801058101544574
0.6790292634449708,0.659319791881197,0.6998129908342743,0.562824484085521,0.6832591466025733,0.9372893051615199,0.8892332634316809,0.3881169080315058,0.6231873177587341,0.46794084051011153,0.35137633959255843,0.7586442434913439,0.3757325856658824,0.24772303266658802,0.5002698200096867,0.4661225822789177,0.41344837694013825,0.4347941885676827
0.2912567957911256,0.27222072540549314,0.10252256756595202,0.11287199353875721,0.5926245650989084,0.49703237296620095,0.34045907659832597,0.2565690165466147,0.40705861041124036,0.091891361225094,0.022258230119127864,0.8029001594013438,0.3247217078280067,0.24637030859358222,0.2225661104562302,0.15943513614690685,0.28564610962263015,0.31022235371463514
0.8307938069164627,0.8320863472216946,0.3780335917507136,0.4865427893670269,0.44438484888481433,0.5255911283180383,0.6263164691461753,0.40490750501723893,0.35670509774382664,0.33374844078014276,0.2804621919871628,0.6058301393780292,0.41886004444850067,0.44723822497927235,0.44010018539680607,0.5330931679457784,0.8051871995738245,0.7758229818803903
0.7128524274238928,0.8350540305481717,0.32173312722545777,0.42630220015123266,0.05897769314705048,0.0059169292026846065,0.2461101661119658,0.26721808536075364,0.4626542392828408,0.2642385742792983,0.18944892549478953,0.4479265387998419,0.32128565098496176,0.469810383130812,0.4018560193666727,0.8618152349290666,0.8419484630990042,0.676331939495886
0.24534883568047383,0.233684273417341,0.09436364576717482,0.10037579553803688,0.6133989668039659,0.47500747966319334,0.32533691091497285,0.25954915990432614,0.387752447931351,0.09420360724261712,0.016233509926161016,0.8329377751604827,0.3182413171724784,0.24354766587510612,0.21265914507589145,0.16635108414204103,0.2554093317078603,0.2698583592069521
0.4959527767926939,0.5069630151400621,0.18410724794179067,0.3650188577945559,0.5964335185401008,0.38844468531724097,0.4937503433435557,0.3214008803243126,0.05374006076465898,0.2359653832493056,0.20674182175314626,0.5555386160174289,0.3278394619967062,0.3841765683826255,0.25586105873786336,0.32275992552534993,0.6842000659842411,0.6496855007370337
0.4415099630487893,0.3957755098806619,0.5863436844074883,0.5754120458918344,0.5585797780864405,0.5713944453581252,0.35290048658379813,0.45088332057744507,0.4974730584909328,0.5259375862668081,0.48923426189038577,0.34917147261300796,0.5242487636950135,0.4145479275435504,0.5736514063412588,0.436049404310215,0.4678919221993214,0.5389165324959582
0.2992292985760685,0.43685984098250286,0.5853402085963362,0.5816918542747285,0.621111572281416,0.2939100628340414,0.7631052488216516,0.10426902149384232,0.5905613998882973,0.3727905826971962,0.26155574583247954,0.6815337595824746,0.03578637028999598,0.10695159748879879,0.18659413421963822,0.786958634216034,0.39107557369157364,0.21837264931062905
0.2918087379795997,0.2727350544294236,0.10370823436180832,0.11400558909465941,0.5944304884588525,0.49893653962346196,0.34422455738045965,0.2571323321686655,0.40869135726573536,0.09281930202246547,0.023230786998003072,0.8030185059650115,0.32477414316698916,0.2464784937685076,0.222551255317043,0.1595854999833466,0.28557746989951927,0.31037114255150544
0.4844235798205505,0.4980476906851623,0.20365806825977684,0.37659528317001634,0.5471547790923719,0.39208046644583217,0.5042901446250543,0.4185349028835815,0.04894713414708374,0.30141602046785043,0.2682534867851587,0.5101357977700762,0.4182148590017274,0.49285653547353037,0.3333601610165373,0.4184194096976126,0.6575517552954986,0.617272335342143
0.733136810987723,0.7289158990352804,0.3663587518460809,0.31323576493316985,0.4698411093098316,0.6313452616646522,0.5760369784989416,0.523828332522195,0.5544383815146516,0.3946289499313391,0.2882347705023085,0.5101611200119365,0.5858213995236476,0.5296933379633229,0.46450047960197116,0.47507933621737686,0.7005464884855972,0.7136924528821356
0.3872463991329127,0.36355397743851237,0.29588322182987525,0.27881702459608526,0.7477793431995474,0.7075421224240177,0.6270628609911313,0.2520492202504835,0.39089208183295643,0.20410467908541752,0.13043938135526356,0.7362265161628176,0.2886041262576995,0.205892378741115,0.22650171115526185,0.16645395837253196,0.35136447287462524,0.38545602722086003
0.44176362004429715,0.4413530156026808,0.021559368798339307,0.11674000983531396,0.594790095779429,0.46707520306968586,0.47261782695891963,0.262239378932725,0.06211140334312537,0.07497390491747646,0.013135055674005969,0.7231286958392142,0.30065978284116046,0.30136578956962046,0.1381124326423937,0.16784219158329106,0.5474791040163203,0.5420694762213227
0.5689058279231924,0.5364775847666243,0.761642037263464,0.7501238555939769,0.6117413388840722,0.7683537134617069,0.7250015794657463,0.6992442052327156,0.6507355157175234,0.7683106587493389,0.7256070342285252,0.270379208254812,0.6949060502161835,0.6214423396619391,0.7171875052113421,0.6338308509305006,0.5058165467768527,0.5523785069167813
0.4835864915796375,0.43645952912796715,0.37478346643615357,0.4365717346135436,0.07898544742474378,0.435199817314035,0.26394053138562334,0.6613429905387301,0.29805749522134883,0.48555633945137733,0.4779334913294855,0.1779768653334035,0.8389515028545806,0.8114713367732731,0.7674104515375881,0.6808218390279108,0.4378237002939267,0.48698555514753594
0.2957735791526359,0.30805625063966335,0.2996049778898575,0.34190356147535717,0.38112096990863975,0.3916788110548657,0.3693738665213395,0.2993927384986558,0.6535129816602017,0.2391484117310292,0.16897108912253178,0.4950326776102605,0.3918376173151841,0.37783393396285914,0.3428115674103074,0.3706384308918562,0.30689145906194915,0.28365901566088314
