d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,a1,a2,a3,a4,a5,a6,a7
0.4060254156887191,0.3940030307855329,0.3138521627190316,0.30587295030529216,0.3124655849073452,0.20044358859357736,0.21570585934629616,0.16070886091897973,0.4778881561570518,0.25296948984773726,0.2340449021593507,0.26458164291969366,0.3619921171208125,0.3063053700869469,0.3255650810854265,0.284494294037243,0.5518036007944889,0.5653307402406855
0.5231144052272692,0.48484606707389943,0.3749785288390164,0.30726948184513514,0.8072717365791302,0.8259909961186027,0.6633440684308436,0.5532613152533186,0.4273946131541848,0.43478576295316484,0.40979579470675054,0.8757774841870969,0.4983583663195348,0.3795296526692902,0.4056415932323074,0.34020449994044366,0.4801703694565429,0.5262192447499925
0.46203433751529843,0.4712130963794543,0.1778958063351952,0.19804044618763772,0.3308626417352518,0.16546474998752014,0.25177892981584726,0.3128680773610375,0.33774635756661553,0.2038993847005912,0.1690728052930921,0.2786852291851405,0.39536842500972824,0.40867464866829595,0.23504682685980383,0.2485580142551862,0.6842210311950265,0.6675512334569236
0.18268515950303765,0.19877797449422108,0.382081530951514,0.6008380870659087,0.7832055582677615,0.5016517316566267,0.7064544031963242,0.7443197193951803,0.7457027569873693,0.6047062916630779,0.6930358256281779,0.5668475953873617,0.5280461958208087,0.6390339383442365,0.4943880558261453,0.4940374502582914,0.33835318553724525,0.3162239312261015
0.5190135552280242,0.5373569727450263,0.33670921239482676,0.32091585730396144,0.22580810909200189,0.18804329506679984,0.2676077140502118,0.4303392515672466,0.4477097196133659,0.36724353537335386,0.31730173918570426,0.16029387730315126,0.608302819914611,0.6340949815225949,0.4316317938549785,0.4577487942350831,0.6318224387849227,0.5987988055250018
0.5768085135040528,0.5387675254714046,0.7105667288576518,0.6970086409766969,0.5782687758430041,0.7616440760484613,0.6453834865816201,0.7493168529699274,0.44794349808856015,0.7887504683704836,0.8175280634713449,0.5815554518586192,0.7562670935963718,0.6820904849470488,0.8369493497439793,0.7451180494408596,0.3807046429939698,0.40303717994529187
0.7257134265839547,0.7256776733994124,0.17895400365558012,0.23397954752396632,0.5019935722653739,0.42428764137655506,0.48398190057576684,0.6992321840436548,0.497689748439444,0.33752963469551167,0.3360525314025997,0.3576935230061733,0.624383755832524,0.5980689175602913,0.3206165441153377,0.2999231619065561,0.7918609085051771,0.7861095586927354
0.38156738430867376,0.391816244561094,0.22062268309041966,0.2799887265413106,0.3404502078060818,0.2064065375564903,0.3234715697457258,0.5061288195209017,0.4986507355538663,0.29293371347592334,0.28215517077591734,0.40831451498194316,0.6141010909228561,0.6514165429745105,0.41823338157198986,0.42483241645282677,0.5056747157848975,0.4861516202625249
0.41329138184060676,0.4378423231036215,0.22637821561585736,0.3523144231990778,0.47140035091856225,0.22068487622763566,0.4087365880609797,0.1623189806082066,0.39895202834486465,0.219415841512566,0.22338858033235143,0.4682001975429131,0.20228860446329855,0.3214245532622335,0.23008093449534162,0.2753601000605743,0.6042889333382226,0.5597103319594292
0.6125185121306069,0.5997496680638337,0.156273253683884,0.13512669709104674,0.3134002907715616,0.22995627138990749,0.23458607263864373,0.13375399520846054,0.31505463621535146,0.0828195029661063,0.04009872213381849,0.38748016259242934,0.28679347908026886,0.2512220519846018,0.16754033943075686,0.15812980646437524,0.7318629852138798,0.7402043837862955
0.41106354405193457,0.4118997405585296,0.22543667730233152,0.21932276957555397,0.6964427899585797,0.45152976253964905,0.4584204268617249,0.2753079684925055,0.47935420122781913,0.262511156370298,0.2228328313807708,0.5156150184372561,0.20475040742362527,0.17306164639213084,0.12614909196664081,0.1300546699269569,0.6534116829937875,0.6613808709517306
0.5971790722597445,0.533323612299625,0.7771997349820754,0.6436844879436978,0.5398734283592019,0.7381303647363415,0.4719777333277628,0.21552219101594527,0.5367674431920966,0.6246025838864959,0.6053638671281742,0.6095290524918155,0.4315046465542687,0.24396610231857907,0.7239647863338856,0.5669743701173007,0.38144906674515244,0.4447486153010951
0.3109283765635267,0.30516627469407576,0.3296189438154904,0.28026711734680454,0.6264526231484564,0.44469570200486075,0.40396560048528496,0.17623970138724987,0.25106406123800884,0.3063984837187692,0.2514903268590065,0.6394508135844625,0.23404599682877558,0.20941734784163257,0.26922940369797077,0.27579969235958535,0.5169732628786767,0.5246906762074612
0.6215128555027976,0.6330980743247903,0.10424039587640466,0.19437972518677338,0.5201617658743345,0.3532993928532058,0.4741479573160934,0.28958524086531146,0.39111619174011203,0.11991700327060073,0.10704734998184051,0.6086900486041857,0.27492140926705244,0.34240891420606956,0.14644541498727093,0.18125395362596786,0.7237518637819962,0.6974043662507654
0.3252160487568312,0.2909805785096853,0.34557242232525787,0.13521952363981926,0.26171153770374156,0.21322743235449604,0.02373890671564549,0.3458728430585887,0.32122028555176296,0.3283489596097362,0.22902449324743346,0.23629630140932179,0.6565479829552463,0.4124841232601406,0.42975203955688634,0.3523043619057884,0.5390307111217516,0.5945438675131651
0.40907212556238237,0.40533847523549404,0.3793005290564466,0.38499626211549964,0.6503977179741445,0.5845349119132646,0.5808423542318666,0.2049070842336782,0.5003224582433115,0.31972080687253657,0.2948603719996914,0.7852298968034184,0.24829061194535673,0.2604080569263616,0.3256423395560115,0.33334801982375484,0.4182309157977615,0.417798627482052
0.5150573445720878,0.4935175939707399,0.7818059280072307,0.7625854716530429,0.44233410946631535,0.631428346287966,0.5616777193909934,0.6312265416521154,0.6510825496962962,0.7887675451401548,0.8031830281670298,0.4884295799393539,0.7362934353261466,0.6829619370609108,0.8944706243980405,0.8194457642172606,0.29944802305677287,0.30684770346945234
0.49066054179507823,0.47161863957916417,0.713319989458727,0.7902143996986442,0.4762335880480997,0.5678167194965589,0.583424718614836,0.6164133564441867,0.39442560684185857,0.7621467157123374,0.8220007076923888,0.46433143188650616,0.6562248209101571,0.7084144125024014,0.8415160985426211,0.8012343484456363,0.3645027672109191,0.35493857804696116
0.37200556366745596,0.3606960238881176,0.5420493749110469,0.5008398263606595,0.6427059352910405,0.5548605592368956,0.49313488956843,0.3061055640643273,0.632893566616767,0.5227420942364756,0.4965257378715555,0.5658158104594895,0.3740253037333421,0.30918544661549907,0.47362967719861837,0.43184108459082227,0.42086053075740804,0.4346948657411578
